Header1,Header2
n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, min_weight_fraction_leaf, max_features, max_leaf_nodes, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 1, 0,8,0.256981770054045, 0.12995645006513212, 1.0720857022640964, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 1, 1,8,0.256981770054045, 0.12995645006513212, 1.0720857022640964, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 1, 2,8,0.256981770054045, 0.12995645006513212, 1.0720857022640964, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 1, 3,8,0.256981770054045, 0.12995645006513212, 1.0720857022640964, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 2, 0,8,0.256981770054045, 0.14185337597100467, 1.0794915592455452, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 2, 1,8,0.256981770054045, 0.14185337597100467, 1.0794915592455452, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 2, 2,8,0.256981770054045, 0.14185337597100467, 1.0794915592455452, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 2, 3,8,0.256981770054045, 0.14185337597100467, 1.0794915592455452, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 3, 0,8,0.256981770054045, 0.21417448580836063, 1.1280723055198936, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 3, 1,8,0.256981770054045, 0.21417448580836063, 1.1280723055198936, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 3, 2,8,0.256981770054045, 0.21417448580836063, 1.1280723055198936, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 3, 0, 3, 3,8,0.256981770054045, 0.21417448580836063, 1.1280723055198936, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 4, 0, 3, 0,8,0.256981770054045, 0.13105315496539138, 1.0727620329851435, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 4, 0, 3, 1,8,0.256981770054045, 0.13105315496539138, 1.0727620329851435, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 4, 0, 3, 2,8,0.256981770054045, 0.13105315496539138, 1.0727620329851435, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 1, 1, 0, 4, 0, 3, 3,8,0.256981770054045, 0.13105315496539138, 1.0727620329851435, 1.1601129249627153  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 0, 0, 3, 1,8,0.3517904687433616, 0.3517904687433616, 1.2420591933725806, 1.2420591933725806  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 0, 0, 3, 2,8,0.3517904687433616, 0.3517904687433616, 1.2420591933725806, 1.2420591933725806  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 0, 0, 3, 3,8,0.3517904687433616, 0.3517904687433616, 1.2420591933725806, 1.2420591933725806  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 1, 0, 3, 1,8,0.37386312100907126, 0.37386312100907126, 1.2637621905348952, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 1, 0, 3, 2,8,0.37386312100907126, 0.37386312100907126, 1.2637621905348952, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 1, 0, 3, 3,8,0.37386312100907126, 0.37386312100907126, 1.2637621905348952, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 2, 0, 3, 0,8,0.37386312100907126, 0.3146947578202286, 1.2079750743412585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 2, 0, 3, 1,8,0.37386312100907126, 0.3146947578202286, 1.2079750743412585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 2, 0, 3, 2,8,0.37386312100907126, 0.3146947578202286, 1.2079750743412585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 2, 0, 3, 3,8,0.37386312100907126, 0.3146947578202286, 1.2079750743412585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 3, 0, 3, 0,8,0.37386312100907126, 0.24594877943316484, 1.1515944849912585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 3, 0, 3, 1,8,0.37386312100907126, 0.24594877943316484, 1.1515944849912585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 3, 0, 3, 2,8,0.37386312100907126, 0.24594877943316484, 1.1515944849912585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 0, 0, 3, 0, 3, 3,8,0.37386312100907126, 0.24594877943316484, 1.1515944849912585, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 0, 0, 3, 0,8,0.37386312100907126, 0.3305937178746071, 1.222236103453969, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 0, 0, 3, 1,8,0.37386312100907126, 0.3305937178746071, 1.222236103453969, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 0, 0, 3, 2,8,0.37386312100907126, 0.3305937178746071, 1.222236103453969, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 0, 0, 3, 3,8,0.37386312100907126, 0.3305937178746071, 1.222236103453969, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 1, 0, 3, 0,8,0.37386312100907126, 0.3712685397091775, 1.2611519159264275, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 1, 0, 3, 1,8,0.37386312100907126, 0.3712685397091775, 1.2611519159264275, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 1, 0, 3, 2,8,0.37386312100907126, 0.3712685397091775, 1.2611519159264275, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 1, 0, 3, 3,8,0.37386312100907126, 0.3712685397091775, 1.2611519159264275, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 2, 0, 3, 0,8,0.37386312100907126, 0.3099776082904353, 1.2038389976732646, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 2, 0, 3, 1,8,0.37386312100907126, 0.3099776082904353, 1.2038389976732646, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 2, 0, 3, 2,8,0.37386312100907126, 0.3099776082904353, 1.2038389976732646, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 2, 0, 3, 3,8,0.37386312100907126, 0.3099776082904353, 1.2038389976732646, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 3, 0, 3, 0,8,0.37386312100907126, 0.24650536165821346, 1.1520197293581846, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 3, 0, 3, 1,8,0.37386312100907126, 0.24650536165821346, 1.1520197293581846, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 3, 0, 3, 2,8,0.37386312100907126, 0.24650536165821346, 1.1520197293581846, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 2, 1, 0, 3, 0, 3, 3,8,0.37386312100907126, 0.24650536165821346, 1.1520197293581846, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 0, 0, 3, 0,8,0.37386312100907126, 0.20495058404941469, 1.1215094530931893, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 0, 0, 3, 1,8,0.37386312100907126, 0.20495058404941469, 1.1215094530931893, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 0, 0, 3, 2,8,0.37386312100907126, 0.20495058404941469, 1.1215094530931893, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 0, 0, 3, 3,8,0.37386312100907126, 0.20495058404941469, 1.1215094530931893, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 1, 0, 3, 0,8,0.37386312100907126, 0.21755800122851132, 1.1305087370007185, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 1, 0, 3, 1,8,0.37386312100907126, 0.21755800122851132, 1.1305087370007185, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 1, 0, 3, 2,8,0.37386312100907126, 0.21755800122851132, 1.1305087370007185, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 1, 0, 3, 3,8,0.37386312100907126, 0.21755800122851132, 1.1305087370007185, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 2, 0, 3, 0,8,0.37386312100907126, 0.2371281194883228, 1.1449175075735762, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 2, 0, 3, 1,8,0.37386312100907126, 0.2371281194883228, 1.1449175075735762, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 2, 0, 3, 2,8,0.37386312100907126, 0.2371281194883228, 1.1449175075735762, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 2, 0, 3, 3,8,0.37386312100907126, 0.2371281194883228, 1.1449175075735762, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 3, 0, 3, 0,8,0.37386312100907126, 0.21523906312415597, 1.128837196536886, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 3, 0, 3, 1,8,0.37386312100907126, 0.21523906312415597, 1.128837196536886, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 3, 0, 3, 2,8,0.37386312100907126, 0.21523906312415597, 1.128837196536886, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 0, 0, 3, 0, 3, 3,8,0.37386312100907126, 0.21523906312415597, 1.128837196536886, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 1, 0, 3, 0,8,0.37386312100907126, 0.24713714335971082, 1.1525029995512455, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 1, 0, 3, 1,8,0.37386312100907126, 0.24713714335971082, 1.1525029995512455, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 1, 0, 3, 2,8,0.37386312100907126, 0.24713714335971082, 1.1525029995512455, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 1, 0, 3, 3,8,0.37386312100907126, 0.24713714335971082, 1.1525029995512455, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 2, 0, 3, 0,8,0.37386312100907126, 0.24886721753216234, 1.1538295085921089, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 2, 0, 3, 1,8,0.37386312100907126, 0.24886721753216234, 1.1538295085921089, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 2, 0, 3, 2,8,0.37386312100907126, 0.24886721753216234, 1.1538295085921089, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 2, 0, 3, 3,8,0.37386312100907126, 0.24886721753216234, 1.1538295085921089, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 3, 0, 3, 0,8,0.37386312100907126, 0.21848752884434441, 1.131180848355017, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 3, 0, 3, 1,8,0.37386312100907126, 0.21848752884434441, 1.131180848355017, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 3, 0, 3, 2,8,0.37386312100907126, 0.21848752884434441, 1.131180848355017, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 1, 3, 1, 0, 3, 0, 3, 3,8,0.37386312100907126, 0.21848752884434441, 1.131180848355017, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 1, 0,11,0.37386312100907126, 0.26668206544949347, 1.1677606768246407, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 1, 1,11,0.37386312100907126, 0.26668206544949347, 1.1677606768246407, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 1, 2,11,0.37386312100907126, 0.26668206544949347, 1.1677606768246407, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 1, 3,11,0.37386312100907126, 0.26668206544949347, 1.1677606768246407, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 2, 0,11,0.37386312100907126, 0.27027196625646943, 1.1706295551093926, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 2, 1,11,0.37386312100907126, 0.27027196625646943, 1.1706295551093926, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 2, 2,11,0.37386312100907126, 0.27027196625646943, 1.1706295551093926, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 2, 3,11,0.37386312100907126, 0.27027196625646943, 1.1706295551093926, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 3, 0,11,0.37386312100907126, 0.22735256189380548, 1.1376516879720842, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 3, 1,11,0.37386312100907126, 0.22735256189380548, 1.1376516879720842, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 3, 2,11,0.37386312100907126, 0.22735256189380548, 1.1376516879720842, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 2, 0, 3, 3,11,0.37386312100907126, 0.22735256189380548, 1.1376516879720842, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 1, 0,11,0.37386312100907126, 0.20315395602029818, 1.120244420549378, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 1, 1,11,0.37386312100907126, 0.20315395602029818, 1.120244420549378, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 1, 2,11,0.37386312100907126, 0.20315395602029818, 1.120244420549378, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 1, 3,11,0.37386312100907126, 0.20315395602029818, 1.120244420549378, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 2, 0,11,0.37386312100907126, 0.20446418024351065, 1.1211665459221858, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 2, 1,11,0.37386312100907126, 0.20446418024351065, 1.1211665459221858, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 2, 2,11,0.37386312100907126, 0.20446418024351065, 1.1211665459221858, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 2, 3,11,0.37386312100907126, 0.20446418024351065, 1.1211665459221858, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 3, 0,11,0.37386312100907126, 0.24390580876651102, 1.1500376253003206, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 3, 1,11,0.37386312100907126, 0.24390580876651102, 1.1500376253003206, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 3, 2,11,0.37386312100907126, 0.24390580876651102, 1.1500376253003206, 1.2637621905348952  
                        ******************************************

